queryNum,queryID,variantID,queryText
421,125841,3893287,"select Customers.FirstName, Customers.LastName, count(Purchases.PurchaseId) from (   select Customers.CustomerId   from Customers   join Purchases on Customers.CustomerId = Purchases.CustomerId   join (     select Products.ProductId, min(Purchases.Price) as Price     from Purchases     join Products on Products.ProductId = Purchases.ProductId     group by Products.ProductName, Products.ProductId   ) as lowest_price   on lowest_price.ProductId = Purchases.ProductId   where lowest_price.Price = Purchases.Price   group by Customers.CustomerId ) as processed join Purchases on a.CustomerId = Purchases.CustomerId join Customers on a.CustomerId = Customers.CustomerId group by Customers.FirstName, Customers.LastName, Customers.CustomerId order by Customers.CustomerId desc"
422,5126,3893287,"SELECT a.FirstName, a.LastName, (SELECT COUNT(C2.CustomerId) FROM Customers C2, Purchases Pur2         WHERE a.CustomerId = C2.CustomerId AND C2.CustomerId = Pur2.CustomerId ) FROM Customers a, Purchases b WHERE a.CustomerId = b.CustomerId AND b.Price = (SELECT MIN(Pur3.Price) FROM Purchases Pur3      WHERE Pur3.ProductId = b.ProductId) GROUP BY a.FirstName, a.LastName, a.CustomerId ORDER BY a.CustomerId DESC"
423,125328,3893287,"select FirstName,LastName,cnt from  (select DISTINCT FirstName,LastName,CustomerId,(select count(*) from Purchases p where p.CustomerId = c.CustomerId) as cnt     from Customers c     where c.CustomerId      in (select b.CustomerId from Purchases b where b.CustomerId in              (select a.CustomerId from Purchases a where a.price=                 (select Min(price)  from Purchases k where a.ProductId=k.ProductId)             )      ) order by c.CustomerId DESC ) d"
424,32807,3893287,"SELECT a.FirstName, a.LastName, COUNT(*) FROM Customers a JOIN Purchases b ON (a.CustomerId = b.CustomerId) WHERE a.CustomerId IN (     -- Select the customer ID that corresponds to the minimum price for a product     SELECT CustomerId      FROM Purchases pr     WHERE pr.Price = (         -- Select the minimum price for a given product ID         SELECT MIN(Price)         FROM Purchases         GROUP BY ProductId         HAVING ProductId = pr.ProductId     ) ) GROUP BY a.FirstName, a.LastName, a.CustomerId ORDER BY a.CustomerId DESC "
425,10697,3893287,"SELECT FirstName, LastName, count(*) FROM (SELECT DISTINCT CustomerId       FROM (SELECT min(Price) AS LP, ProductId             FROM Purchases              GROUP BY ProductId) AS F inner join Purchases P on F.LP = P.Price and F.ProductId = P.ProductId       ) AS a inner join Purchases b on b.CustomerId = a.CustomerId INNER JOIN Customers c ON c.CustomerId = b.CustomerId GROUP BY b.CustomerId ORDER BY b.CustomerId DESC; "
426,5246,3893287,"select FirstName, LastName, totalPurchases from (select FirstName, LastName, CustomerId, count(*) as totalPurchases from Purchases b natural join Customers c group by CustomerId) as a natural join Purchases b where b.Price = (select min(pb.Price) from Purchases pp where pb.ProductId = b.ProductId) group by FirstName, LastName, totalPurchases order by min(a.CustomerId) desc"
427,5722,3893287,"SELECT a.FirstName, a.LastName, COUNT(a.CustomerId) FROM Customers a NATURAL JOIN Purchases purchases GROUP BY a.CustomerId HAVING a.CustomerId = ANY(                         SELECT CustomerId                         FROM Purchases purchases2                         WHERE (purchases2.ProductId, purchases2.Price) = ANY(                                                 SELECT purchases3.ProductId, min(purchases3.Price)                                                 FROM Purchases purchases3                                                 GROUP BY purchases3.ProductId                                                                             )                                 ) ORDER BY a.CustomerId DESC"
428,5092,3893287,"SELECT b.FirstName, b.LastName, (     SELECT COUNT(c1.CustomerId) FROM Customers c1, Purchases p1 WHERE b.CustomerId = c1.CustomerId AND c1.CustomerId = p1.CustomerId)     FROM Purchases a, Customers b     WHERE a.Price = (SELECT MIN(p2.Price) FROM Purchases p2 WHERE p2.ProductId = a.ProductId) AND b.CustomerId = a.CustomerId     GROUP by b.FirstName, b.LastName, b.CustomerId     ORDER by b.CustomerId DESC "
429,126556,3893287,"SELECT FirstName, LastName, count1 FROM      (SELECT DISTINCT c.FirstName, c.LastName, cnt.count1, c.CustomerId     FROM Customers c, (SELECT CustomerId, COUNT(CustomerId) as count1 FROM Purchases GROUP BY CustomerId) AS cnt,      (SELECT * FROM Purchases WHERE PRICE IN              (SELECT MIN(Price) FROM Purchases GROUP BY ProductId)      ) AS mins     WHERE c.CustomerId = mins.CustomerId AND cnt.CustomerId = c.CustomerId) AS total ORDER BY CustomerId DESC "
430,10641,3893287,"select FirstName, LastName, count(*) from Customers natural join Purchases where CustomerId in  (select c.CustomerId             from Purchases pp natural join Customers c,                                          (select p.ProductId,min(p.price) as price                                         from Purchases p                                         group by p.ProductId                                         ) as min_price             where pp.price = min_price.price and pp.ProductId = min_price.ProductId )  group by CustomerId order by CustomerId desc   -- natural join ( --                                             select CustomerId, count(*) as cnt --                                             from Purchases --                                             group by CustomerId --                                         ) as temp -- order by CustomerId desc"
431,8171,3893287,"SELECT C.FirstName, C.LastName, COUNT(P1.purchaseId) FROM Customers AS C, Purchases AS P1 WHERE C.CustomerId = P1.CustomerId      AND C.CustomerId IN (SELECT CustomerId         From Purchases AS P2         WHERE P2.Price <= ALL(SELECT MIN(P3.Price)             FROM Purchases P3             WHERE P2.ProductId = P3.ProductId)) GROUP BY P1.CustomerId ORDER BY C.CustomerId DESC;"
432,313637,3893287,"SELECT FirstName, LastName, COUNT(PurchaseId) FROM Purchases NATURAL JOIN Customers GROUP BY CustomerId HAVING CustomerId IN (SELECT CustomerId                       FROM Purchases p1                       WHERE p1.Price <= ALL(SELECT p2.Price                                          FROM Purchases p2                                          WHERE p2.ProductId = p1.ProductId)) ORDER BY CustomerId DESC "
433,130804,3893287,"Select a.FirstName, a.LastName, temp2.d From Customers a, Purchases b,  (select MIN(Price) b, productID pi From Purchases group by productID) as temp, (select c2.customerid cid, count(p2.PurchaseId) d from Customers c2, Purchases p2  where c2.customerid = p2.customerid group by c2.customerid) as temp2 Where a.customerID = b.customerID and b.price = temb.p and temb.pi = b.productID and temp2.cid = a.customerid group by a.FirstName, a.LastName, a.CustomerID order by a.CustomerID desc;"
434,122226,3893287,"SELECT   FirstName,   LastName,   cnt FROM   Purchases p   LEFT JOIN (     SELECT       ProductId,       MIN(Price) min_price     FROM       Purchases     GROUP BY       ProductId   ) b ON a.ProductId = b.ProductId   INNER JOIN (     SELECT COUNT(*) cnt, CustomerId     FROM Purchases     GROUP BY CustomerId   ) d ON a.CustomerId=d.CustomerId   AND a.Price = b.min_price   INNER JOIN Customers d ON a.CustomerId=d.CustomerId   GROUP BY d.CustomerId   ORDER BY d.CustomerId DESC;"
435,127606,3893287,"select distinct * from (select c.FirstName, c.Lastname, (select count(*) from Purchases where CustomerId=c.CustomerId group by CustomerId) from Customers c, Purchases p where c.CustomerId=p.customerId and p.Price=(select min(price) from Purchases where ProductId=p.ProductId group by ProductId) order by c.CustomerId DESC) as sub;"
436,37267,3893287,"SELECT FirstName, LastName, num FROM (SELECT DISTINCT p1.CustomerId, FirstName, LastName, NumPurchases.num FROM Purchases p1 LEFT JOIN (     SELECT c1.CustomerId, c1.FirstName, c1.LastName, COUNT(*) AS num      FROM Customers c1 LEFT JOIN Purchases p3 ON c1.CustomerId = p3.CustomerId     GROUP BY c1.CustomerId ) as NumPurchases ON p1.CustomerId = NumPurchases.CustomerId WHERE p1.price in(     SELECT MIN(p2.price)     FROM Purchases p2     GROUP BY p2.productId ) ORDER BY p1.CustomerId DESC) as BestCustomers "
437,34020,3893287,"SELECT a.FirstName, a.LastName, COUNT(a.FirstName) FROM Customers a LEFT JOIN Purchases b  ON a.CustomerId = b.CustomerId WHERE a.CustomerId IN     (SELECT p.CustomerId     FROM Purchases p       INNER JOIN       (         SELECT ProductId, MIN(Price) MinPrice         FROM Purchases         GROUP BY ProductId       ) p2       ON p.ProductId = p2.ProductId     WHERE p2.MinPrice = p.Price) GROUP BY a.CustomerId ORDER BY a.CustomerId DESC "
438,35116,3893287,"SELECT FirstName, LastName, LOL.Z FROM Customers, (SELECT CustomerId, COUNT(CustomerId) Z FROM (SELECT * FROM Purchases WHERE CustomerId = ANY(SELECT DISTINCT CustomerId ZZ FROM Purchases P, (SELECT ProductId, MIN(Price) PP FROM Purchases GROUP BY ProductId) as T WHERE P.ProductId = T.productId and P.Price = T.PP)) as ZZZ GROUP BY(CustomerId)) as LOL WHERE Customers.CustomerId = LOL.CustomerId ORDER BY LOL.CustomerId DESC  "
439,37517,3893287,"SELECT FirstName, LastName, Count(*) FROM          (Customers natural join             (SELECT DISTINCT CustomerId             FROM Purchases natural join Products             WHERE Price <= all (SELECT Price from Purchases natural join Products p where Products.ProductName = p.ProductName)) a) natural join Purchases GROUP BY CustomerId ORDER BY CustomerId DESC;  "
440,33188,3893287,"SELECT a.FirstName,a.LastName,COUNT(*) FROM Customers a NATURAL JOIN Purchases x2 WHERE a.CustomerId IN (                         SELECT DISTINCT CustomerId                         FROM Purchases NATURAL JOIN (SELECT ProductId,MIN(Price) AS MinPrice                                                      FROM Purchases NATURAL JOIN Products                                                      GROUP BY ProductId) AS table1                         WHERE Price = table1.MinPrice ) GROUP BY a.CustomerId ORDER BY a.CustomerId DESC   "
441,30481,3893287,"SELECT FirstName, LastName, COUNT(*) FROM Customers NATURAL JOIN Purchases WHERE CustomerId IN (SELECT CustomerId     FROM Customers     NATURAL JOIN Purchases P1     WHERE P1.Price = (SELECT MIN(Price)                       FROM Purchases P2                       WHERE P1.ProductId = P2.ProductId)) GROUP BY CustomerId ORDER BY CustomerId DESC"
442,36594,3893287,"SELECT a.FirstName, a.LastName, b.times FROM Customers C JOIN (SELECT CustomerId, COUNT(*) AS times      FROM Purchases      GROUP BY CustomerId)      AS b ON b.CustomerId = a.CustomerId WHERE a.CustomerId IN       (SELECT a.CustomerId       FROM Customers C       JOIN Purchases P ON P.CustomerId = a.CustomerId       JOIN (SELECT ProductId, MIN(Price) AS MinP            FROM Purchases            GROUP BY ProductId)            AS P2 ON P.ProductId = P2.ProductId       WHERE P.Price = P2.MinP) ORDER BY a.CustomerId DESC"
443,5753,3893287,"select a.FirstName, a.LastName, (select count(*) from Purchases p3 where a.CustomerId = p3.CustomerId) from Customers c where a.CustomerId in (select CustomerId from Purchases op where op.Price = (select min(ip.Price) from Purchases ip where ip.ProductId = op.ProductId)) order by a.CustomerId desc"
444,7637,3893287,"SELECT FirstName, LastName, totalPurchases FROM (SELECT cust.FirstName, cust.Lastname, cust.CustomerID, COUNT(pu.PurchaseId) AS totalPurchases        FROM Customers cust JOIN Purchases pu ON cust.CustomerId = pu.CustomerId       WHERE cust.CustomerID IN (SELECT pu1.CustomerId                                 FROM Purchases pu1                                  WHERE (pu1.ProductId, pu1.Price) IN (SELECT pu2.ProductId, MIN(pu2.Price) AS minPrice                                                                     FROM Purchases pu2                                                                     GROUP BY pu2.ProductId))       GROUP BY cust.CustomerId) AS T ORDER BY CustomerId DESC"
445,37112,3893287,"SELECT b.FirstName, b.LastName, count(a.PurchaseId) FROM Purchases a NATURAL JOIN Customers C WHERE a.CustomerId IN (SELECT Pu.CustomerId FROM Purchases Pu WHERE Pu.Price = (SELECT MIN(pum.Price) FROM Purchases pum WHERE pum.ProductId=Pu.ProductId) GROUP BY CustomerId) GROUP BY b.CustomerId ORDER BY b.CustomerId DESC  -- SELECT Pu.CustomerId -- FROM Purchases Pu -- WHERE Pu.Price = (SELECT MIN(pum.Price) FROM Purchases pum WHERE pum.ProductId=Pu.ProductId) -- GROUP BY CustomerId  -- SELECT MIN(pum.Price) FROM Purchases pum WHERE pum.ProductId=Pu.ProductId"
446,5791,3893287,"select FirstName, LastName, count(*)  from Customers natural join Purchases where CustomerId in (     select distinct CustomerId     from Purchases natural join (         select ProductId, min(Price) as Price         from Purchases         group by ProductId     ) t1 ) group by CustomerId order by CustomerId desc;"
447,31826,3893287,"SELECT FirstName,LastName,numPurchases FROM( SELECT DISTINCT FirstName,LastName,numPurchases,temp.CustomerId  FROM (SELECT C.CustomerId, C.FirstName,C.LastName,Count(P.PurchaseId) as numPurchases FROM Customers C inner join Purchases P on C.CustomerId = P.CustomerId  GROUP BY C.CustomerId ORDER BY C.CustomerId DESC) temp,Purchases p1 WHERE temp.CustomerId = p1.CustomerId and p1.Price <= ALL(SELECT Price FROM Purchases p2 WHERE p2.ProductId = p1.ProductId)) as temp2 ORDER BY CustomerId DESC"
448,33758,3893287,"SELECT FirstName, LastName, counts FROM  (     SELECT DISTINCT FirstName, LastName, CustomerId,         (SELECT COUNT(CustomerId) FROM Purchases WHERE CustomerId = p.CustomerId) as counts     FROM Purchases p NATURAL JOIN Customers     WHERE Price <= ALL(SELECT Price FROM Purchases WHERE p.ProductId = ProductId)     ORDER BY CustomerId DESC ) as custPurchases "
449,36387,3893287,"SELECT Customers.FirstName, Customers.LastName, COUNT(Purchases.ProductId) FROM Customers INNER JOIN Purchases ON Customers.CustomerId = Purchases.CustomerId WHERE Customers.CustomerId IN  (SELECT C.CustomerId  FROM Customers C, Purchases P WHERE C.CustomerId = P.CustomerId AND P.Price <= (SELECT MIN(P2.Price) FROM Purchases P2 WHERE P2.ProductId = P.ProductId GROUP BY P2.ProductId)) GROUP BY Customers.CustomerId ORDER BY Customers.CustomerId DESC;"
450,336388,3893287,"SELECT FirstName, LastName, a.number FROM Customers JOIN (SELECT  COUNT(CustomerId) as number, CustomerId FROM Purchases WHERE CustomerId IN ( SELECT CustomerId FROM Purchases JOIN (SELECT ProductId, MIN(Price) as MinPrice FROM Purchases GROUP BY ProductId) AS mt WHERE Purchases.ProductId = mt.ProductId AND Purchases.Price = mt.MinPrice GROUP BY CustomerId) GROUP BY CustomerId) AS res ON Customers.CustomerId = a.CustomerId ORDER BY Customers.CustomerId DESC;"
451,65042,3893287,"Select a.FirstName, a.LastName, a.total from (Select distinct c.FirstName, c.LastName, (Select count(*) from Purchases where p.CustomerId = CustomerId) as total, c.CustomerId         from Customers c join Purchases p on c.CustomerId = p.CustomerId         where p.Price = (Select Min(p2.Price)                              from Purchases p2 where p2.ProductId = p.ProductId)         order by c.CustomerId Desc) as a "
452,9781,3893287,"SELECT FirstName, LastName, Counts FROM (SELECT DISTINCT CustomerId, FirstName, LastName FROM Customers NATURAL JOIN Purchases AS PurchaseCounts  WHERE PurchaseId in (SELECT PurchaseId FROM Purchases pu WHERE Price = (SELECT MIN(Price) FROM Purchases WHERE ProductId = pu.ProductId)) ORDER BY CustomerId DESC) as a NATURAL JOIN (SELECT CustomerId, COUNT(CustomerId) Counts FROM Purchases GROUP BY CustomerId) AS aaa"
453,33006,3893287,"SELECT Customers.FirstName, Customers.LastName, Count(Purchases.PurchaseId) FROM Customers, Purchases,     (SELECT DISTINCT CustomerId     FROM Purchases,         (SELECT MIN(Price) as Mprice, ProductId         FROM Purchases         GROUP BY ProductId) as MinPriceTable     WHERE Purchases.ProductId = MinPriceTable.ProductId and Purchases.Price = MinPriceTable.Mprice) as PoorPeople WHERE Customers.CustomerId = PoorPeople.CustomerId and Purchases.CustomerId = Customers.CustomerId GROUP BY PoorPeople.CustomerId ORDER BY PoorPeople.CustomerId DESC          "
454,33358,3893287,"SELECT c.FirstName, c.LastName, COUNT(p.ProductId) FROM     (SELECT DISTINCT c.CustomerId     FROM (SELECT MIN(pu.Price) AS minp, pu.ProductId           FROM Purchases pu, Products pr, Customers cu           WHERE pu.ProductId = pr.ProductId and pu.CustomerId = cu.CustomerId           GROUP BY pu.ProductId) AS a, Purchases p, Customers c     WHERE c.CustomerId = p.CustomerId and p.ProductId = a.ProductId and p.Price = a.minp)AS b, Purchases p, Customers c WHERE p.CustomerId = b.CustomerId and c.CustomerId = b.CustomerId GROUP BY p.CustomerId ORDER BY p.CustomerId DESC"
455,331540,3893287,"Select FirstName,LastName,count(ProductId) from Customers NATURAL JOIN Purchases where CustomerId IN ( Select P.CustomerId from Purchases P,Products P1 where P.ProductId=P1.ProductId and price <= ALL ( Select P2.Price from Purchases P2 where P1.ProductId=P2.ProductId ) ) group by CustomerId DESC,FirstName,LastName  "
456,322515,3893287,"SELECT      C1.FirstName, C1.LastName, COUNT(P1.PurchaseId) FROM      (Customers C1 JOIN Purchases P1                      ON C1.CustomerId = P1.CustomerId)  WHERE C1.CustomerId IN   (SELECT C2.CustomerId                             FROM (Customers C2 JOIN Purchases P2                                                   ON C2.CustomerId = P2.CustomerId)                             WHERE P2.Price <= ANY(SELECT MIN(P3.Price)                                                   FROM Purchases P3                                                   WHERE P2.ProductId = P3.ProductId)) GROUP BY C1.CustomerId ORDER BY C1.CustomerId DESC "
457,130618,3893287,"SELECT FirstName, LastName, c FROM Customers NATURAL JOIN (SELECT CustomerId, COUNT(*) as c FROM Purchases NATURAL JOIN (SELECT CustomerId FROM Purchases p NATURAL JOIN (SELECT ProductId p0, MIN(Price) as m from Purchases GROUP BY ProductId) as temp WHERE p.Price=m GROUP BY CustomerId) as temp2 GROUP BY CustomerId) as temp3 ORDER BY CustomerId DESC  "
458,36209,3893287,"SELECT a.FirstName, a.LastName,          (SELECT Count(*)          FROM Purchases p         WHERE a.CustomerId = p.CustomerId)     FROM Customers c     WHERE          a.CustomerId IN              (SELECT p2.CustomerId                  FROM Purchases p2                 WHERE p2.Price = (SELECT MIN(p3.Price) FROM Purchases p3 WHERE p3.productId = p2.productId))     ORDER BY a.CustomerId DESC; "
459,33198,3893287,"SELECT Customers.FirstName, Customers.LastName, COUNT(*) FROM Purchases  INNER JOIN Customers ON Customers.CustomerId=Purchases.CustomerId WHERE Customers.CustomerId IN (SELECT p.CustomerId  FROM Purchases p WHERE p.Price = (SELECT MIN(Purchases.Price) FROM Purchases WHERE Purchases.ProductId=p.ProductId)) GROUP BY Customers.CustomerId DESC, Customers.FirstName, Customers.LastName;"
460,5233,3893287,"SELECT a.FirstName, a.LastName, a.t FROM (SELECT DISTINCT c.CustomerId, c.FirstName, c.LastName, Totals.TotalPurchases AS t FROM Purchases AS o     INNER JOIN (         SELECT ProductId, MIN(Price) AS MinPrice FROM Purchases GROUP BY ProductId     ) AS i ON o.Price=i.MinPrice     INNER JOIN Customers AS c         ON c.CustomerId=o.CustomerId     INNER JOIN (         SELECT CustomerId, COUNT(*) as TotalPurchases FROM Purchases GROUP BY CustomerId     ) as Totals ON Totals.CustomerId=c.CustomerId ) AS a ORDER BY a.CustomerId DESC"
461,5435,3893287,"SELECT DISTINCT FirstName, LastName, countCustomers FROM (     SELECT *     FROM Customers     ORDER BY CustomerId DESC ) AS c JOIN (     SELECT rb.CustomerId, count(rb.PurchaseId) AS countCustomers     FROM Purchases rp     WHERE rb.CustomerId = ANY (         SELECT pur.CustomerId         FROM Purchases pur         JOIN (             SELECT pb.ProductId AS ProductId, MIN(pb.Price) AS minPrice             FROM Purchases pp             GROUP BY ProductId         ) AS minPro         ON minPro.ProductId = pur.ProductId         WHERE pur.Price = minPro.minPrice     )     GROUP BY rb.CustomerId     ORDER BY rb.CustomerId DESC ) AS p ON a.CustomerId = b.CustomerId"
462,35847,3893287,"select a.FirstName, a.LastName, count(b.PurchaseId) from Customers a inner join Purchases b on a.CustomerId = b.CustomerId where a.CustomerId in (select g.CustomerId from Purchases g where g.Price in (Select min(Price) from Purchases where Purchases.ProductId = g.ProductId)) group by a.CustomerId order by a.CustomerId desc"
463,9769,3893287,"select Customers.FirstName, Customers.LastName, Fre.Frequency from Customers, (select CustomerId, Count(*) as Frequency       from Customers natural join Purchases        group by CustomerId) as Fre where Customers.CustomerId in (select Purchases.CustomerId                                from (select ProductId, min(Price) as lowest                                      from Customers natural join Purchases                                       group by ProductId) as price_table, Purchases                                       where Purchases.ProductId = price_table.ProductId and Purchases.Price = price_table.lowest)                                       and Customers.CustomerId = Fre.CustomerId order by Customers.CustomerId DESC    "
464,124294,3893287,"SELECT a.FirstName, a.LastName, COUNT(a.CustomerId)  FROM Customers a NATURAL JOIN Purchases p WHERE a.CustomerId IN (     SELECT DISTINCT a.CustomerId     FROM Customers a NATURAL JOIN Purchases p     WHERE b.Price <= ALL(         SELECT Price         FROM Purchases pur         WHERE pur.ProductId = b.ProductId     )) GROUP BY a.CustomerId ORDER BY a.CustomerId DESC;"
465,7426,3893287,"select FirstName, LastName, counts from (Select FirstName, LastName,CustomerId, counts from Customers natural join (Select count(ProductId) as counts, CustomerId from Purchases p3 where p3 .CustomerId in (Select CustomerId from Purchases p1 where p1.price<=(Select min(Price) from Purchases p2 where p2.ProductId = p1.ProductId))group by CustomerId) a Order by CustomerId DESC ) b"
466,5768,3893287,"SELECT Distinct * FROM (Select c.FirstName, c.LastName, (SELECT COUNT(*) FROM Purchases p0 WHERE p0.CustomerId = c.CustomerId) From Customers c Natural Join (Select p1.CustomerId, p1.ProductId                                 From Purchases p1 Join (Select Distinct ProductId, MIN(price) minPrice                                                         From Purchases                                                         Group By ProductId) p2                                                     On p1.ProductId = p2.ProductId                                 Where p1.price = p2.minPrice) p3  Order By c.CustomerId DESC) pDone"
467,322502,3893287,"SELECT a.FirstName, a.LastName, COUNT(b.ProductId) FROM Customers a LEFT JOIN Purchases b ON (a.CustomerId = b.CustomerId) WHERE a.CustomerId IN (SELECT cid FROM(                         SELECT p1.CustomerId AS cid                         FROM Purchases p1                         WHERE p1.Price IN (SELECT minPrice FROM(                             SELECT ProductId, MIN(Price) as minPrice                             FROM Purchases                             GROUP BY ProductId) AS tmp2)                         ) AS tmp1) GROUP BY a.CustomerId DESC; "
468,36183,3893287,"SELECT b.FirstName, b.LastName,  (SELECT COUNT(*)                                             FROM Purchases p1                                             WHERE b.CustomerId = p1.CustomerId) FROM Purchases a JOIN Customers b ON (b.CustomerId = a.CustomerId) WHERE a.Price = (SELECT MIN(Price)                 FROM Purchases p2                 WHERE p2.ProductId = a.ProductId) GROUP BY b.CustomerId ORDER BY b.CustomerId DESC  "
469,5259,4014115,SELECT hometown as visited FROM Employee WHERE empName = 'Ben' UNION ALL SELECT DISTINCT deptLocation as visited FROM Department NATURAL JOIN Employee WHERE empName = 'Ben'
470,5265,4014115,SELECT hometown FROM Employee e WHERE a.empName = 'Ben' UNION (     SELECT deptLocation AS hometown     FROM Employee e     NATURAL JOIN Department     WHERE a.empName = 'Ben' ) 
471,331540,4014115,"Select hometown from Employee where empName LIKE 'Ben' UNION Select deptLocation from Department,Employee where Department.deptID = Employee.deptID and empName LIKE 'Ben'  "
472,322502,4014115,"SELECT hometown  FROM Employee  WHERE empName = 'Ben' UNION SELECT b.deptLocation AS hometown FROM Employee a, Department b WHERE a.deptID = b.deptID     AND a.empName = 'Ben';"
473,313665,4014112,"select b.deptName, b.deptLocation, count(a.empID) from Employee a natural join Department d group by b.deptID having count(a.empID) >= all(select count(e1.empID)     from Employee e1 natural join Department d1     group by d1.deptID)"
474,37657,4014112,"SELECT deptName, deptLocation, COUNT(*)  FROM Employee a NATURAL JOIN Department d GROUP BY b.deptID HAVING COUNT(*) = ( SELECT MAX(empCnt) FROM (SELECT COUNT(*) as empCnt FROM Employee  GROUP BY deptID) as temp)"
475,34820,4014112,"SELECT b.deptName, b.deptlocation, COUNT(*) as numofEmp FROM Employee a JOIN Department b ON(a.deptID = b.deptID) GROUP BY b.deptID HAVING COUNT(*) =   (SELECT MAX(empCnt) FROM (SELECT COUNT(*) as empCnt FROM Employee GROUP BY deptID) as temp ) -- (SELECT MAX(cnt) FROM )"
476,36038,4014112,"Select b.deptName, b.deptLocation, Count(*) from Employee a natural join Department d Group by b.deptID Having count(*) = (Select max(empCnt) from (Select count(*) as empcnt from Employee Group By deptID) as temp)"
477,325288,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*) as numOfEmp FROM Employee a NATURAL JOIN Department b  GROUP BY b.deptID HAVING numOfEmp =      (SELECT MAX(empCounter)     FROM (  SELECT COUNT(*) as empCounter             FROM Employee             GROUP BY deptID) as temp     );    "
478,34406,4014112,"SELECT a.deptName, a.deptLocation, COUNT(*) FROM Department a NATURAL JOIN Employee e GROUP BY a.deptID HAVING COUNT(*) = ( SELECT MAX(ct) FROM (SELECT COUNT(*) as ct FROM Employee GROUP BY deptID) AS temp )"
479,129745,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*)  FROM Employee a NATURAL JOIN Department d GROUP BY b.deptID HAVING COUNT(*) = (SELECT MAX(empCnt) FROM (     SELECT COUNT(*) as empCnt      FROM Employee GROUP BY deptID ) AS temp);"
480,34602,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*) FROM Employee a NATURAL JOIN Department d GROUP BY b.deptId HAVING COUNT(*) = (     SELECT MAX(empCount)     FROM (     SELECT COUNT(*) AS empCount     FROM Employee     GROUP BY deptID     ) AS temp )"
481,124539,4014112,"Select *  FROM (SELECT Department.deptName, Department.deptLocation, Count(*) AS deptFreq FROM Employee NATURAL JOIN Department GROUP BY Department.deptName, Department.deptLocation) as temp WHERE deptFreq > 1 ORDER BY deptName DESC "
482,308057,4014112,"SELECT deptName, deptLocation, COUNT(*)  FROM Department NATURAL JOIN Employee GROUP BY deptID HAVING COUNT(*) = (         SELECT COUNT(*)          FROM Employee         GROUP BY deptID         ORDER BY COUNT(*) DESC         LIMIT 1     )"
483,186896,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*) FROM Employee a LEFT OUTER JOIN Department b ON a.deptID = b.deptID GROUP BY b.deptName, b.deptLocation HAVING COUNT(*) >=  ALL(SELECT COUNT(*)                         FROM Employee e2                         GROUP BY e2.deptID) ORDER BY b.deptName DESC;"
484,5259,4014112,"SELECT deptName, deptLocation, total_employee FROM Department NATURAL JOIN (SELECT deptID, count(empID) as total_employee FROM Department NATURAL JOIN Employee GROUP BY deptID) AS E1 WHERE total_employee = (SELECT MAX(total_employee) FROM (SELECT count(empID) as total_employee FROM Department NATURAL JOIN Employee GROUP BY deptID) AS E2);"
485,324318,4014112,"SELECT b.deptName, deptLocation, COUNT(*) as numofEmp FROM Employee a JOIN Department b ON (a.deptID = b.deptID) GROUP BY b.deptID HAVING COUNT(*) = (SELECT MAX(empCnt) FROM ( SELECT COUNT(*) as empCnt FROM Employee  GROUP BY deptID ) as  temp)"
486,6575,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*) FROM Employee a NATURAL JOIN Department d GROUP BY b.deptID HAVING COUNT(*)= (SELECT MAX(empCNT)                  FROM (SELECT COUNT(*) as empCNT                      FROM Employee                      GROUP BY deptID) temp)"
487,5256,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*) FROM Employee a NATURAL JOIN Department d GROUP BY b.deptID HAVING COUNT(*) = (SELECT MAX(empCNT)                    FROM (SELECT COUNT(*) AS empCNT                          FROM Employee                          GROUP BY deptID) temp)"
488,36050,4014112,"SELECT a.deptName, a.deptLocation, count(*) FROM Department a, Employee e  WHERE (a.deptId = b.deptId) GROUP BY a.deptID HAVING COUNT(*) = (SELECT MAX(empCNT) FROM (SELECT COUNT(*) as empCNT FROM Employee GROUP BY deptID) temp)"
489,316610,4014112,"select deptName, deptLocation, count(*) from Employee a natural join Department d group by b.deptID having count(*) = (select max(empCount) from (select count(*) as empCount from Employee group by deptID) as tmp)"
490,126556,4014112,"SELECT a.deptName, a.deptLocation, count(*) FROM Department a NATURAL JOIN Employee e GROUP BY a.deptId HAVING count(*) = (SELECT MAX(empCnt)                      FROM (SELECT count(*) as empCnt FROM Employee b GROUP BY b.deptId) temp)"
491,10641,4014112,"select b.deptName, deptLocation, count(*) as cnt from Employee a join Department b on (a.deptID = b.deptID) group by a.deptID having cnt = (select max(empCnt) from (select count(*) as empCnt from Employee group by deptID) as bahaha) "
492,32153,4014112,"SELECT b.deptName, b.deptLocation, COUNT(*) FROM Employee a NATURAL JOIN Department b #know c after the natural d, each department id  GROUP BY b.deptID                           # mathes the number of employees HAVING COUNT(*) = (SELECT MAX(empCnt)                     FROM (SELECT COUNT(*) as empCnt                         FROM Employee                         GROUP BY deptID) as temp)     "
