queryID,variantID,queryText
30542,3893280,"SELECT * 
FROM (
    SELECT FirstName, LastName, NetId, Sum(Credits) AS TotalCredits
    FROM Students NATURAL JOIN Enrollments
    GROUP BY NetId
    ORDER BY TotalCredits DESC, FirstName)
    AS Temp
WHERE Temp.TotalCredits > 12"
32963,3893280,"SELECT DISTINCT FirstName, LastName, NetId, SUM(Credits) AS Total_Credits
FROM Students NATURAL JOIN Enrollments
GROUP BY NetId
HAVING SUM(Credits) > 12
ORDER BY Total_Credits DESC, FirstName;"
5726,3893280,"SELECT Students.FirstName, Students.LastName, Students.NetId, SUM(Enrollments.Credits) as TotalCredits
FROM Students 
INNER JOIN Enrollments ON Students.NetId = Enrollments.NetId
GROUP BY Students.NetId
HAVING TotalCredits > 12
ORDER BY TotalCredits DESC, Students.FirstName;
"
6575,3893280,"SELECT s2.FirstName, s2.LastName, s2.NetId, sum(Credits) as TotalCredits 
FROM Students s2 LEFT JOIN Enrollments e2
    ON s2.NetId = e2.NetId
    GROUP BY s2.NetId
Having TotalCredits > 12
ORDER BY TotalCredits desc, s2.FirstName;



"
5256,3893280,"SELECT FirstName, LastName, Students.NetId, SUM(Credits)
FROM Students NATURAL JOIN Enrollments
GROUP BY Students.NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, FirstName"
12133,3893280,"SELECT DISTINCT St.FirstName, St.LastName, St.NetId, ( SELECT SUM(Credits)
        FROM Enrollments En2
        WHERE En2.NetId = St.NetId
        GROUP BY En2.NetId
      ) AS Total_credits
FROM Students St, Enrollments En
WHERE ( SELECT SUM(Credits)
        FROM Enrollments En2
        WHERE En2.NetId = St.NetId
        GROUP BY En2.NetId
      ) > 12
ORDER BY Total_credits DESC, St.FirstName"
31926,3893280,"SELECT Students.FirstName, Students.LastName, Enrollments.NetId, SUM(Enrollments.Credits)
FROM Students RIGHT JOIN Enrollments
ON Students.NetId = Enrollments.NetId
GROUP BY NetId
HAVING SUM(Enrollments.Credits) > 12
ORDER BY SUM(Enrollments.Credits) DESC, Students.FirstName;
"
33116,3893280,"SELECT FirstName, LastName, NetId, temp2.Credits
    FROM (
    SELECT temp.NetID, temp.Credits 
    FROM (SELECT NetId, SUM(Credits) as Credits
        FROM Students NATURAL JOIN Enrollments
        GROUP BY NetId) as temp
    WHERE temp.Credits > 12 ) as temp2 NATURAL JOIN Students
ORDER BY temp2.Credits DESC, FirstName ASC"
5493,3893280,"SELECT firstName, lastName, NetId, SUM(Credits)
FROM Students NATURAL JOIN Enrollments
GROUP BY NetID
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, firstName ASC; 
"
11941,3893280,"SELECT t.FirstName, t.LastName, t.NetId, t.sm
FROM
(SELECT SUM(E.Credits) as sm, S.NetId, S.FirstName, S.LastName
FROM Students S 
NATURAL JOIN Enrollments E
GROUP BY E.NetId)
as t
WHERE t.sm > 12
ORDER BY t.sm desc, t.FirstName 
"
5678,3893280,"SELECT s.FirstName, s.LastName, s.NetId, SUM(Credits) as hours
FROM Students s NATURAL JOIN Enrollments e 
GROUP BY NetId
HAVING SUM(Credits) > 12
ORDER BY hours DESC, s.FirstName



#Group Enrollments by netID
#Aggregate the credit hours for each group (netID)
#Return students who take more than 12 credit hours


#GROUP BY NetId
#HAVING SUM(Credits) > 12"
86354,3893280,"SELECT s.FirstName, s.LastName, s.NetId, SUM(e.Credits) AS ""Total Credit""
FROM Students AS s, Enrollments e
WHERE e.NetId = s.NetId
GROUP BY e.NetId
HAVING SUM(e.Credits) > 12
ORDER BY SUM(Credits) DESC, s.FirstName ASC;"
5308,3893280,"SELECT Students.FirstName, Students.LastName, Enrollments.NetId, SUM(Enrollments.Credits)
FROM Enrollments INNER JOIN Students
WHERE Students.NetId = Enrollments.NetId
GROUP BY Enrollments.NetId
HAVING SUM(Enrollments.Credits) > 12
ORDER BY SUM(Enrollments.Credits) DESC, Students.FirstName ASC;"
36050,3893280,"SELECT s.Firstname, s.LastName, s.NetId, c.tCredits
FROM Students s, 
    (SELECT NetId, sum(Credits) as tCredits
     FROM Enrollments
     GROUP BY NetID) c
WHERE c.NetID = s.NetId and c.tCredits > 12
ORDER BY tCredits DESC, FirstName ASC"
5283,3893280,"SELECT s.FirstName, s.LastName, e.NetId, SUM(e.Credits) as sumcredits
From Students s JOIN Enrollments e on (s.NetId = e.NetId)
GROUP BY e.NetId 
HAVING sumcredits > 12
ORDER BY sumcredits DESC, s.FirstName 
"
35941,3893280,"SELECT FirstName, LastName, Students.NetId, SUM(Credits)
FROM Students, Enrollments
WHERE Students.NetId = Enrollments.NetId
GROUP BY FirstName, LastName, Students.NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, FirstName ASC"
34691,3893280,"SELECT *
FROM 
    ( SELECT S.FirstName, S.LastName, S.NetID, SUM(E.Credits) as Credits
      FROM Students S, Enrollments E 
      WHERE S.NetID = E.NetID 
      GROUP BY NetID) AS temp
WHERE temp.Credits >  12
ORDER BY Credits DESC, FirstName;"
36051,3893280,"SELECT Students.FirstName, Students.LastName, Students.NetId, SUM(Enrollments.Credits)
FROM Students 
JOIN Enrollments ON Students.NetId=Enrollments.NetId
GROUP BY Students.NetId
HAVING SUM(Enrollments.Credits) > 12
ORDER BY SUM(Enrollments.Credits) DESC, Students.FirstName ASC;




"
32394,3893280,"SELECT A.FirstName, A.LastName, A.NetID, SUM(B.Credits)
FROM Students A, Enrollments B
WHERE A.NetId = B.NetId
Group BY B.NetId 
Having SUM(B.Credits)>12
ORDER BY SUM(B.Credits) DESC, A.FirstName



-- WHERE (
--         SELECT SUM(B.Credits)
--         Group BY B.NetId
--         Having COUNT(B.Credits)>3
--         )
    #    ORDER BY DESC)
#ORDER BY A.FirstName"
5645,3893280,"SELECT FirstName, LastName, NetId, sum_credit
from Students natural join (
    select sum(Credits) as sum_credit, NetId
    FROM Enrollments E
    group by NetId) as A
where sum_credit > 12
Order by sum_credit DESC, FirstName"
35616,3893280,"SELECT FirstName, LastName, S.NetId, SUM(Credits)
FROM Students S, Enrollments E
WHERE S.NetId = E.NetId
GROUP BY FirstName, LastName, S.NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, FirstName"
331655,3893280,"select FirstName, LastName, NetId, sum(Credits) as totalCredits 
from Students natural join Enrollments
group by NetId
having sum(Credits) > 12
order by totalCredits DESC, FirstName ASC"
6573,3893280,"SELECT S.FirstName, S.LastName, S.NetId, temp.C
FROM Students S, (SELECT NetId, SUM(Credits) as C
                  FROM Enrollments
                  GROUP BY NetId) as temp
WHERE S.NetId = temp.NetId and temp.C > 12
ORDER BY temp.C DESC, S.Firstname"
4370,3893280,"SELECT s.FirstName, s.LastName, s.NetId, temp.totCredits
FROM Students s, (SELECT e.NetId AS net, SUM(e.Credits) AS totCredits FROM Enrollments e GROUP BY e.NetId HAVING SUM(e.Credits) > 12) AS temp
WHERE s.NetId = temp.net
ORDER BY temp.totCredits DESC, s.FirstName ASC;"
8204,3893280,"Select FirstName, LastName, Netid, SUM(Credits)
FROM Students NATURAL JOIN Enrollments
GROUP BY NetId
HAVING SUM(Credits)>12
ORDER BY SUM(Credits) DESC, FirstName"
316610,3893280,"select s.FirstName, s.LastName, s.NetId, hr.sm from Students s join (
select NetId, sum(Credits) as sm from Enrollments e group by e.NetID) hr on s.NetId=hr.NetId
where hr.sm > 12 order by hr.sm desc, s.FirstName"
36849,3893280,"SELECT FirstName, LastName, NetId, (
    SELECT SUM(Credits) from Enrollments WHERE NetId=Students.Netid 
) FROM Students WHERE (
    SELECT SUM(Credits) from Enrollments WHERE NetId=Students.Netid 
) > 12 order by (
    SELECT SUM(Credits) from Enrollments WHERE NetId=Students.Netid 
) DESC, FirstName;"
125841,3893280,"select Students.FirstName, 
	   Students.LastName,
       Students.NetId,
       g.Credits
from Students

inner join (
  select Enrollments.NetId, sum(Enrollments.Credits) as Credits
  from Enrollments
  group by Enrollments.NetId
) as g on g.NetId = Students.NetId
where g.Credits > 12
order by g.Credits desc, Students.FirstName asc;"
186898,3893280,"Select S.FirstName, S.LastName, S.NetId, SUM(E.credits) from Students S 
JOIN Enrollments E ON S.NetId=E.NetId
GROUP by NetId
HAVING SUM(E.credits)>12
ORDER BY SUM(E.credits) DESC, S.FirstName ASC

"
5126,3893280,"SELECT S.FirstName, S.LastName, S.NetId, SUM(E.Credits)
FROM Students S, Enrollments E
WHERE S.NetId = E.NetId
GROUP BY S.FirstName, S.LastName, S.NetId
HAVING SUM(E.Credits) > 12
ORDER BY SUM(E.Credits) DESC, S.FirstName"
125328,3893280,"select FirstName, LastName,Students.NetId,sum(Enrollments.Credits) as SC
from Students 
right join Enrollments
on Students.NetId=Enrollments.NetId
group by Students.NetId
having SC>12
order by SC DESC,Firstname ASC
"
32807,3893280,"SELECT s.FirstName, s.LastName, s.NetId, Sum(e.Credits) as totalCredits
FROM Students s NATURAL JOIN Enrollments e
GROUP BY s.NetId
HAVING SUM(e.Credits) > 12
ORDER BY totalCredits DESC, s.FirstName ASC"
5130,3893280,"SELECT  FirstName, LastName, NetId, SUM(Credits) 
FROM    Students s NATURAL JOIN Enrollments e
GROUP BY LastName, FirstName, NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, FirstName ASC;"
5246,3893280,"select firstName, lastName, NetId, sum(Credits) as totalCredits from Enrollments natural join Students group by NetId having totalCredits > 12 order by totalCredits desc, firstName;"
5722,3893280,"SELECT Students.FirstName, Students.LastName, Students.NetId, SUM(Enrollments.Credits)
FROM Students
NATURAL JOIN Enrollments
GROUP BY FirstName, LastName, NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, FirstName ASC;"
5092,3893280,"SELECT s.FirstName, s.LastName, s.NetID, SUM(e.Credits) as totalcreds
FROM Students s NATURAL JOIN Enrollments e
GROUP BY s.NetId, s.FirstName, s.LastName
HAVING totalcreds > 12
ORDER BY totalcreds DESC, s.FirstName ASC
"
126556,3893280,"SELECT DISTINCT s.FirstName, s.LastName, s.NetId, T.creds
FROM Students s, (SELECT SUM(Credits) as creds, NetId FROM Enrollments GROUP BY NetId) AS T
WHERE T.creds > 12 AND s.NetId = T.NetId ORDER BY T.creds DESC, s.FirstName ASC"
8171,3893280,"SELECT S.FirstName, S.LastName, S.NetId, enrollInfo.totalCredits
FROM Students AS S, (SELECT NetId, SUM(Credits) As totalCredits
    FROM Enrollments
    GROUP BY NetId) AS enrollInfo
WHERE S.NetId = enrollInfo.NetId
    AND enrollInfo.totalCredits > 12
ORDER BY enrollInfo.totalCredits DESC, S.FirstName;"
37573,3893280,"Select S.FirstName, S.LastName, S.NetId, SUM(E.Credits)
FROM Students S INNER JOIN Enrollments E ON S.NetId = E.NetId
GROUP BY NetId
HAVING SUM(E.Credits) > 12
ORDER BY SUM(E.Credits) DESC, S.FirstName ASC"
313637,3893280,"SELECT FirstName, LastName, NetId, TotalCredits.total
FROM Students NATURAL JOIN (SELECT NetId, SUM(credits) as total
                FROM Enrollments
                GROUP BY NetId
                HAVING SUM(Credits) > 12) AS TotalCredits

ORDER BY TotalCredits.total DESC, FirstName



"
130804,3893280,"select s.FirstName, s.LastName, e.NetId, sum(e.Credits) 
from Students s, Enrollments e
where e.NetID = s.NetID
group by e.NetId, s.FirstName, s.LastName
HAVING  sum(e.Credits) > 12
order by sum(e.Credits) DESC, s.FirstName;
"
24839,3893280,"SELECT *
FROM 
    (SELECT s.FirstName as fn, s.LastName, s.NetId, SUM(e.Credits) as creditSum
    FROM Students s, Enrollments e
    WHERE s.NetId = e.NetId
    GROUP BY s.NetId) as t
WHERE t.creditSum > 12
ORDER BY t.creditSum DESC, t.fn


"
122226,3893280,"SELECT Students.FirstName, Students.LastName, Students.NetId, SUM(Credits)
FROM Students 
JOIN Enrollments 
ON Students.NetId=Enrollments.NetId 
GROUP BY Students.NetId
HAVING (SUM(Credits) > 12) 
ORDER BY SUM(Credits) desc, FirstName asc;
"
35048,3893280,"SELECT * FROM (SELECT FirstName, LastName, NetId, SUM(credits) as credits FROM (SELECT * FROM Students S NATURAL JOIN Enrollments E) as temp GROUP BY NetID) as temp2 WHERE (credits > 12) ORDER BY credits DESC, FirstName"
201123,3893280,"select Students.FirstName, Students.LastName, Students.NetId, Enrollments.SC as TotalCredits
from Students
    inner join (select NetId, sum(Credits) as SC from Enrollments group by NetId) Enrollments on Students.NetId = Enrollments.NetId
    where Enrollments.SC > 12
    order by Enrollments.SC desc, Students.FirstName
    "
127606,3893280,"select FirstName, LastName, NetId, sum(Credits) as total
from Students natural join Enrollments
group by NetId
having total > 12
order by total desc, FirstName
"
37267,3893280,"SELECT DISTINCT FirstName, LastName, Students.NetId, totalCredits
FROM Students LEFT JOIN (SELECT Enrollments.NetId, SUM(credits) as totalCredits FROM Enrollments GROUP BY NetId) as Credits ON Students.NetId = Credits.NetId
WHERE totalCredits > 12
ORDER BY totalCredits DESC, FirstName"
34020,3893280,"SELECT s.FirstName, s.LastName, a.NetId, a.Sum
FROM Students s INNER JOIN
    (SELECT NetId, SUM(Credits) as Sum
    FROM Enrollments
    GROUP by NetId) AS a
WHERE s.NetId = a.NetId AND a.Sum > 12
ORDER BY a.Sum DESC, s.FirstName ASC"
35116,3893280,"SELECT FirstName, LastName, NetId, Q.T
FROM (SELECT *
FROM (SELECT NetId ID, SUM(Credits) T
FROM Enrollments
GROUP BY NetId) as Temp
WHERE Temp.T > 12 ) as Q, Students S
WHERE S.NetId = Q.ID
ORDER BY Q.T DESC, FirstName ASC
"
37517,3893280,"select FirstName, LastName, NetId, sum(Credits) as totalHours
from Students natural join Enrollments
group by NetId
having sum(Credits) > 12
order by totalHours DESC, FirstName ASC;"
36027,3893280,"SELECT FirstName, LastName, NetId, SUM(Credits) as sum
FROM Students NATURAL JOIN Enrollments 
GROUP BY NetID
HAVING sum > 12
ORDER BY sum DESC, FirstName ASC"
319746,3893280,"SELECT *
FROM (SELECT FirstName, LastName, S.NetID AS NetID, SUM(Credits) AS TotalCredits
FROM Students S LEFT OUTER JOIN Enrollments E ON S.NetID = E.NetID
GROUP BY NetID) as temp
WHERE temp.TotalCredits > 12
ORDER BY temp.TotalCredits DESC, temp.FirstName"
33188,3893280,"SELECT FirstName,LastName,NetId,SUM(Credits)
FROM Students NATURAL JOIN Enrollments 
GROUP BY NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC,FirstName

"
30481,3893280,"SELECT S.FirstName, S.LastName, S.NetId, SUM(E.Credits) AS CreditHours
FROM Students S
LEFT OUTER JOIN Enrollments E on S.NetId = E.NetId
GROUP BY S.NetId
HAVING CreditHours > 12
ORDER BY CreditHours DESC, S.FirstName"
33375,3893280,"SELECT s.FirstName, s.LastName, s.NetId, SUM(e.Credits)
FROM Students s JOIN Enrollments e ON s.NetId = e.NetId
GROUP BY s.NetId
HAVING SUM(e.Credits) > 12
ORDER BY SUM(e.Credits) DESC, s.FirstName ASC"
36594,3893280,"SELECT S.FirstName, S.LastName, S.NetId, SUM(E.Credits)
FROM Students S, Enrollments E
WHERE S.NetId = E.NetId
GROUP BY E.NetID
HAVING SUM(E.Credits) > 12
ORDER BY SUM(E.Credits) DESC, FirstName"
5753,3893280,"select s.FirstName, s.LastName, s.NetId, SUM(e.Credits)
from Students s inner join Enrollments e on s.NetId = e.NetId
group by s.FirstName, s.LastName, s.NetId having SUM(e.Credits) > 12
order by SUM(e.Credits) desc, s.FirstName asc"
337120,3893280,"SELECT S.FirstName, S.LastName, Temp.NetId, Temp.TotalCredits
FROM (SELECT NetId, SUM(Credits) AS TotalCredits 
FROM Students S NATURAL JOIN Enrollments E WHERE S.NetId = E.NetId
GROUP BY NetId) AS Temp, Students S
WHERE S.NetId = Temp.NetId AND Temp.TotalCredits > 12
ORDER BY TotalCredits DESC, FirstName"
7637,3893280,"SELECT FirstName, LastName, NetID, TotalCredits
FROM (SELECT s.FirstName, s.LastName, s.NetID, SUM(e.Credits) AS TotalCredits
      FROM Students s NATURAL JOIN Enrollments e
      GROUP BY s.NetID) AS T
Where TotalCredits > 12
ORDER BY TotalCredits DESC, FirstName ASC"
5791,3893280,"select * from (
    select FirstName, LastName, Enrollments.NetId, sum(Credits) TotalCredits
    from Enrollments
    inner join Students
    on Enrollments.NetId = Students.NetId
    group by Enrollments.NetId
) as t1
where TotalCredits > 12
order by TotalCredits desc, FirstName
"
85373,3893280,"select Students.FirstName, Students.LastName, Students.NetID, sum(Enrollments.Credits)
-- from Students join Enrollments on Enrollments.NetID = Students.NetID
from Students, Enrollments
where Students.NetID = Enrollments.NetID 
Group by Students.FirstName,Students.LastName, Students.NetID
Having sum(Enrollments.Credits) > 12
order by sum(Enrollments.Credits) DESC, Students.FirstName



"
31826,3893280,"SELECT S.FirstName,S.LastName,E.NetId,SUM(Credits) as total
FROM Students S,Enrollments E
WHERE E.NetId = S.NetId
GROUP BY S.NetId
HAVING total>12
ORDER BY total DESC, FirstName asc"
33758,3893280,"SELECT * FROM
( 
    SELECT FirstName, LastName, NetId, SUM(Credits) as TotCredits 
    FROM Enrollments NATURAL JOIN Students
    GROUP BY NetId
) AS CreditTable
WHERE CreditTable.TotCredits > 12
ORDER BY CreditTable.TotCredits DESC, CreditTable.FirstName ASC
"
30537,3893280,"SELECT st.FirstName, st.LastName, st.NetId, creds
FROM(
SELECT bt.NetId, bt.LastName, bt.FirstName, 
SUM(bt.Credits) AS creds
FROM(
SELECT s.FirstName, s.LastName, s.NetId, e.Credits 
FROM Students s JOIN Enrollments e ON s.NetId = e.NetId
) AS bt
GROUP BY bt.NetId
) AS st
WHERE creds > 12
ORDER BY creds DESC, st.FirstName ASC;"
36387,3893280,"SELECT Students.FirstName, Students.LastName, Students.NetId, SUM(Enrollments.Credits)
FROM Students
INNER JOIN Enrollments ON Students.NetId = Enrollments.NetId
GROUP BY Students.NetId
HAVING SUM(Enrollments.Credits) > 12
ORDER BY SUM(Enrollments.Credits) DESC, Students.FirstName ASC;"
336388,3893280,"SELECT s.FirstName, s.LastName, s.NetId, e.TotalCredits
FROM Students AS s
JOIN (SELECT Enrollments.NetId, SUM(Enrollments.Credits) AS TotalCredits
      FROM Enrollments
      GROUP BY Enrollments.NetId) AS e
ON s.NetId = e.NetId
WHERE e.TotalCredits > 12
ORDER BY e.TotalCredits desc, s.FirstName asc"
65042,3893280,"select s.FirstName, s.LastName, s.NetId, sum(e.Credits) as temp
from Enrollments e join Students s on e.netid = s.netid
group by netid
having temp > 12
order by temp DESC, s.FirstName ASC; "
9781,3893280,"SELECT FirstName, LastName, NetId, totalCredits
FROM Students NATURAL JOIN (SELECT NETID, SUM(Credits) totalCredits
FROM Enrollments
GROUP BY NetId) AS sumCredits
WHERE totalCredits > 12
ORDER BY totalCredits DESC, FirstName ASC"
33006,3893280,"SELECT S.FirstName, S.LastName, S.NetId, T.SU 
FROM Students as S, 
    (
    SELECT NetId, SUM(credits) as SU
    FROM Enrollments
    GROUP BY NetId
                    ) as T
WHERE S.NetId = T.NetId and T.SU > 12 ORDER BY T.SU DESC, S.FirstName"
33358,3893280,"SELECT b.FirstName, b.LastName, b.NetId, b.total
FROM
    (
    SELECT SUM(a.Credits) AS total, a.FirstName, a.LastName, a.NetId
    FROM
        (
        SELECT FirstName, LastName, s.NetId, e.Credits
        FROM Enrollments AS e, Students AS s
        WHERE e.NetId = s.NetId
        ) AS a
    GROUP BY a.NetId
    ) AS b
WHERE b.total > 12
ORDER BY b.total DESC, FirstName ASC
"
331540,3893280,"Select FirstName,LastName,Students.NetId,sum(Credits)
from Students,Enrollments 
where Students.NetId = Enrollments.NetId
group by Students.NetId
having sum(Credits) > 12
order by sum(Credits) DESC,FirstName"
10556,3893280,"SELECT s.FirstName, s.LastName, s.NetId, SUM(e.Credits)
FROM Students s, Enrollments e
WHERE s.NetId = e.NetId
GROUP BY NetId
HAVING SUM(e.Credits) > 12
ORDER BY SUM(e.Credits) DESC, s.FirstName
-- 12 < (SELECT SUM(Credits)
--             FROM Enrollments e, Students s
--             WHERE e.NetId = s.NetId)"
322515,3893280,"SELECT 
    S.FirstName, S.LastName, S.NetId, SUM(E.Credits)
FROM 
    Students AS S, 
    Enrollments AS E
WHERE 
    S.NetId = E.NetID
GROUP BY 
    E.NetId  /* use Group in order to you aggreation SUM */
HAVING 
    SUM(E.Credits) > 12
ORDER BY
    SUM(E.Credits) DESC,
    S.FirstName ASC
    
    

    "
130618,3893280,"SELECT FirstName, LastName, NetId, s
FROM Students NATURAL JOIN (SELECT NetId, SUM(Credits) s FROM Enrollments GROUP BY NetId ) as temp
WHERE s > 12
ORDER BY s DESC, FirstName"
36209,3893280,"select s.FirstName, s.LastName, s.NetId, SUM(e.Credits) 
    FROM Students s JOIN Enrollments e ON s.NetId = e.NetId 
    GROUP BY e.NetId 
    HAVING SUM(e.Credits) > 12 
    ORDER BY SUM(e.Credits) DESC, s.FirstName ASC;"
33198,3893280,"SELECT S.FirstName, S.LastName, S.NetId, SUM(E.Credits)
FROM Students S, Enrollments E
WHERE S.NetId = E.NetId
GROUP BY S.FirstName, S.LastName, S.NetId
HAVING SUM(E.Credits) > 12
ORDER BY SUM(E.Credits) DESC, S.FirstName;"
5233,3893280,"SELECT FirstName, LastName, Students.NetId, Total
FROM    Students, 
        (select NetId, SUM(Credits) as Total from Enrollments GROUP BY NetId) as TotalCredits
WHERE Students.NetId = TotalCredits.NetId and Total > 12
ORDER BY Total DESC, FirstName"
5435,3893280,"SELECT s.FirstName, s.LastName, s.NetId, Credits
FROM Students s
LEFT JOIN (
        SELECT minE.NetId AS NetId, sum(minE.Credits) AS Credits
        FROM (
            SELECT e.NetId AS NetId, e.Credits AS Credits
            FROM Enrollments e
            ) AS minE
        GROUP BY minE.NetId
    ) AS enr
ON enr.NetId = s.NetId
WHERE Credits > 12
ORDER BY Credits DESC, FirstName
"
34026,3893280,"SELECT FirstName, LastName, NetId, SUM(Credits) total_credits
FROM Students JOIN Enrollments USING(NetId)
GROUP BY NetId
HAVING total_credits > 12
ORDER BY total_credits DESC, FirstName ASC
"
35847,3893280,"Select s.FirstName, s.LastName, s.NetId, e.p
from Students s, (select NetId, sum(Credits) as p from Enrollments group by NetId) e
where s.NetId = e.NetId AND e.p > 12
order by e.p desc, s.FirstName asc;"
9769,3893280,"Select S.FirstName, S.LastName, S.NetId, E.TCH
From Students S, (Select NetId, Sum(Credits) as TCH from Enrollments group by NetId) as E
Where S.NetId = E.NetId and E.TCH > 12
Order by E.TCH DESC, S.FirstName ASC"
124294,3893280,"SELECT FirstName, LastName, NetId, TotalCredits
FROM Students NATURAL JOIN (SELECT NetId, SUM(Credits) AS TotalCredits
FROM Enrollments
GROUP BY NetId) AS temp
WHERE TotalCredits > 12
ORDER BY TotalCredits DESC, FirstName"
6923,3893280,"SELECT s.FirstName, s.LastName, s.NetId, SUM(e.Credits)
From Students s JOIN Enrollments e ON s.NetId = e.NetId
GROUP BY e.NetId
HAVING SUM(e.Credits) > 12
ORDER BY SUM(e.Credits) DESC, s.FirstName;"
7426,3893280,"SELECT FirstName, LastName, NetId, sumCredit
FROM Students natural join (
    SELECT sum(Credits) as sumCredit, NetId
    FROM Enrollments E
    GROUP by NetId) as A
WHERE sumCredit > 12
ORDER by sumCredit DESC, FirstName"
34391,3893280,"SELECT
  Students.FirstName,
  Students.LastName,
  Enrollments.NetId,
  sum(Enrollments.Credits)
from
  Enrollments,
  Students
where Students.NetId = Enrollments.NetId
group by Enrollments.NetId
having sum(Enrollments.Credits) > 12
order by sum(Enrollments.Credits) desc , Students.FirstName

"
5768,3893280,"SELECT FirstName, LastName, NetID, SUM(Credits)
FROM Enrollments NATURAL JOIN Students
GROUP BY NetId
HAVING SUM(Credits) > 12
ORDER BY SUM(Credits) DESC, FirstName"
322502,3893280,"SELECT S.FirstName, S.LastName, S.NetId, SUM(E.Credits)
FROM Students S, Enrollments E
WHERE S.NetId = E.NetId
GROUP BY 1, 2, 3
HAVING SUM(E.Credits) > 12
ORDER BY SUM(E.Credits) DESC, S.FirstName ASC;"
36183,3893280,"SELECT s.FirstName, s.LastName, s.NetId, sum(e.Credits) AS totalCredits
FROM Students s JOIN Enrollments e ON (s.NetId = e.NetId)
GROUP BY s.NetId
HAVING SUM(e.Credits) > 12
ORDER BY totalCredits DESC, s.FirstName ASC"
35307,3893280,"SELECT DISTINCT FirstName, LastName, s.NetId, SUM(Credits) as credithours
FROM Students s NATURAL JOIN Enrollments e
GROUP BY NetId
HAVING SUM(Credits) > 12
ORDER BY credithours DESC, s.FirstName ASC"
313665,3893287,"SELECT C1.FirstName, C1.LastName, COUNT(P1.PurchaseId)
FROM Customers C1 NATURAL JOIN Purchases P1
WHERE C1.CustomerId IN (SELECT C.CustomerId
FROM Customers C, Purchases P
WHERE C.CustomerId=P.CustomerId
AND P.Price <= ALL (SELECT Price FROM Purchases p2
WHERE p2.ProductId=P.ProductId))
GROUP BY P1.CustomerId
ORDER BY P1.CustomerId DESC;"
335477,3893287,"select c1.FirstName, c1.LastName, count(distinct p2.PurchaseId)
from Customers c1 natural join Purchases p1, Purchases p2,
    (select p3.ProductId, min(p3.Price) as cn from Purchases p3 group by p3.ProductId) as tmp
where p1.ProductId = tmp.ProductId and p1.price = tmp.cn and p2.CustomerId = p1.CustomerId
group by p1.CustomerId
order by p1.CustomerId desc;"
10968,3893287,"SELECT c.FirstName, c.LastName, (SELECT count(p3.ProductId)
                                 FROM Purchases p3
                                 WHERE c.CustomerId = p3.CustomerId)
FROM Customers c
INNER JOIN Purchases p ON p.CustomerId = c.CustomerId
WHERE p.Price = (SELECT MIN(p2.price)
                 FROM Purchases p2
                 WHERE p2.ProductId = p.ProductId)
GROUP BY c.CustomerId
ORDER BY c.CustomerId DESC"
11323,3893287,"select FirstName,LastName,count(*)
from Customers natural join Purchases
where CustomerId in
    (select CustomerId
    from Customers natural join Purchases as total
    where Price = 
                (
                select min(Price) # lowest price for that product
                from Purchases
                where ProductId = total.ProductId
                )
    group by CustomerId
    )
group by CustomerId
order by CustomerId desc"
37657,3893287,"SELECT cust.FirstName, cust.LastName, PurchaseCount.numPurchases
FROM Customers cust, (SELECT CustomerId, COUNT(*) as numPurchases FROM Purchases GROUP BY CustomerId) AS PurchaseCount
WHERE cust.CustomerId = PurchaseCount.CustomerId
AND cust.CustomerId IN (SELECT CustomerId
                        FROM Customers
                        WHERE CustomerId IN (SELECT A.CustomerId
                                            FROM Purchases A, (SELECT MIN(Price) AS MinPrice FROM Purchases GROUP BY ProductId) AS B
                                            WHERE A.Price = B.MinPrice)
                        ORDER BY CustomerId DESC)
ORDER BY cust.CustomerId DESC"
5759,3893287,"SELECT Distinct * 
FROM   (Select c.FirstName, 
               c.LastName, 
               (SELECT Count(*) 
                FROM   Purchases P 
                WHERE  P.CustomerId = c.CustomerId) 
        From   Customers c 
               Natural Join (Select p1.CustomerId, 
                                    p1.ProductId 
                             From   Purchases p1 
                                    Join (Select Distinct ProductId, Min(price) minPrice 
                                          From   Purchases 
                                          Group  By ProductId) minpur 
                                    On p1.ProductId = minpur.ProductId 
                             Where  p1.price = minpur.minPrice) minpricepurchases 

        Order  By c.CustomerId DESC) rows "
36038,3893287,"select cu.FirstName, cu.LastName, purchaseAmountMapping.purchaseAmount
from Customers cu, 
(select CustomerId, Count(*) as purchaseAmount 
from Purchases
where CustomerId in 
(Select c.CustomerId  from Customers c inner join Purchases p 
on c.CustomerId = p.CustomerId
where
price in (select Min(Price) from Purchases 
Group by ProductId) 
Group by c.CustomerId
order by c.CustomerId desc)
group by CustomerId) purchaseAmountMapping
where cu.CustomerId = purchaseAmountMapping.CustomerId
order by cu.CustomerId desc
"
